RN,27,2019,0,0,0,0
RN,27,2020,8,6,10.5,6
RN,28,2020,5,8,14,16
RN,29,2019,0,0,0,0
RN,29,2020,0,0,0,0
RN,30,2020,7.5,6.5,8,17
RN,31,2020,8,0.5,9,9
RN,32,2020,6,12,8,16
RN,33,2020,7,1,6,14
RN,34,2020,9.5,20,13,25
RN,35,2019,8,7,8.5,7
RN,35,2020,5,6.5,11.5,17
RN,36,2020,5,0.5,0,0
RN,37,2020,7,6,7.5,16
RN,38,2020,0,0,5,4
RN,39,2020,7,7.5,8,21
RN,40,2018,6.5,17,10,21
RN,40,2020,4,12,9,12
RN,41,2020,6.5,14,9.5,8
RN,42,2020,8,19,13.5,13
RN,43,2016,4.5,7,6,2
RN,43,2019,5.5,0,0,0
RN,43,2020,4.5,2,6.5,8
RN,44,2020,6.5,4,4.5,9
RN,45,2020,7,0,3,4
RN,46,2019,5.5,3,2.5,1
RN,46,2020,6,1,3,8
RN,47,2020,5,0,4.5,0
RN,48,2019,3.5,7,0,0
RN,48,2020,5.5,9,6,10
RN,49,2019,4.5,9,8,5
RN,49,2020,7,0,0,0
RN,50,2018,4.5,7.5,10,0
RN,50,2020,6.5,1,2.5,9
RN,51,2018,0,0,0,0
RN,51,2019,2,0,1,0
RN,51,2020,5.5,1,7,16
RN,52,2020,4.5,2,0,0
RN,53,2018,3.5,0,1,0
RN,53,2019,4,1,6,4
RN,53,2020,3.5,0,4,8
RN,54,2020,7,6,5,10
RN,55,2019,7,0,2,0
RN,55,2020,5,7,6,8
RN,56,2018,6.5,3,0,0
RN,56,2020,4.5,1,2,0
RN,57,2020,6,1,2.5,6
RN,58,2020,2,6,5,8
RN,59,2019,4,0,0,0
RN,59,2020,2.5,0,0,0
RN,60,2020,0,0,2,13
RN,61,2020,5.5,2,7,6
RN,62,2019,2.5,0,0,0
RN,62,2020,2.5,7,7,22
RN,63,2020,4.5,0,0,0
RN,64,2019,5,2,0,0
RN,64,2020,6.5,2,0,0
RN,65,2020,7,11,8,7
RN,66,2020,3,0,2,1
RN,67,2020,5,7,9,25
RN,68,2020,4,2,3,15
RN,69,2016,8,1,4.5,1
RN,69,2018,7,3,4.5,5
RN,69,2020,6,7,3,17
RN,70,2020,6,13,3,24
RN,71,2020,3.5,8,5,23
RN,72,2020,1.5,0,0,0
RN,73,2020,1.5,0,1,0
RN,74,2020,3.5,0,1,0
RN,75,2020,3,6,5,5
RN,76,2017,1.5,2,3,4
RN,78,2020,3.5,3,3,13
RN,79,2020,4,0,6,17
RN,81,2017,4,0,0,0
RN,82,2017,8.5,4,5,8
RN,82,2020,1.5,3,0,0
RN,83,2019,5,5,6.5,15
RN,88,2019,0,0,0,0
RN,88,2020,6.5,0,4,2
RN,90,2020,6,5,3.5,11
RN,91,2020,2,0,2,1
RN,95,2020,0,0,0,0
RN,99,2018,4,0,5,9
RN,103,2020,4.5,9,7,5
RN,108,2018,4,10,6.5,2
RN,109,2020,5.5,11,6,12
RN,110,2020,3,7,4,11
RN,125,2020,0,0,3,4
RN,126,2020,3,6,0,0
RN,132,2020,5.5,9,7.5,25
